LADBS_ID,Address,Postal_Code,EBEWE_Compliance_Wave,EBEWE_Compliance_Date,Property_Type,Year_Built,Building_SQFT,LADBS_Building_Category,City_Owned,Energy_STAR_Score,Census_Tract_GEOID,Longitude,Latitude,CES_Score,CES_Score_Percentile,Disadvantaged_Community,AC_Opt,CDI,Site_EUI,Source_EUI,Total_Water_Use,Predicted_HVAC_Capacity_Tonnage_per_Unit,Predicted_HVAC_Units,Predicted_HVAC_Type,Predicted_Natural_Gas_Usage,Predicted_kwAmount,Basic_pred_energy_savings,Basic_pred_elec_savings,Basic_pred_gas_savings,Basic_pred_invest_cost,Mid_pred_energy_savings,Mid_pred_elec_savings,Mid_pred_gas_savings,Mid_pred_invest_cost,Adv1_pred_energy_savings,Adv1_pred_elec_savings,Adv1_pred_gas_savings,Adv1_pred_invest_cost,Adv2_pred_energy_savings,Adv2_pred_elec_savings,Adv2_pred_gas_savings,Adv2_pred_invest_cost
4.74832E+11,2795 W 8TH ST,90005,3,1-Dec-23,Multifamily Housing,1925,20000,"20,000 to 49,999",No,85,6037212204,-118.286606,34.057735,38.94909263,74.33472065,No,Eligible,,46.5,75.8,1061.8,0.557828,4,4,,,478.7997743,234.3800923,244.4191363,37104.49072,1878.906904,1659.169004,219.7378715,142045.1665,547.9110607,234.3789787,313.5322048,49498.96793,-7.231178148,-9.395040561,771.219145,155717.6755
4.74834E+11,2975 WILSHIRE BLVD,90010,4,1-Dec-24,,,,"100,000+",No,,6037211120,-118.28663,34.06183,35.18998682,68.81069492,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.74844E+11,520 S VIRGIL AVE,90020,2,1-Dec-22,Medical Office,1960,44000,"20,000 to 49,999",No,100,6037211120,-118.28705,34.06481,35.18998682,68.81069492,No,,,7.6,21.3,1470.8,,,,,,,,,,,,,,,,,,,,,
4.74845E+11,2980 WILSHIRE BLVD,90010,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037212204,-118.28623,34.061817,38.94909263,74.33472065,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.74851E+11,500 S VIRGIL AVE,90020,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037211120,-118.28705,34.06507,35.18998682,68.81069492,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.74859E+11,828 S MESA ST,90731,1,1-Dec-21,,,,"7,500 to 14,999",Yes,,6037297110,-118.285706,33.736736,59.80930437,96.34254004,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.74862E+11,4440 AMBROSE AVE,90027,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037189102,-118.28616,34.109955,34.88867927,68.25576996,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.74864E+11,2890 LEEWARD AVE,90005,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037212204,-118.28659,34.05872,38.94909263,74.33472065,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.74871E+11,2701 SAN MARINO ST,90006,3,1-Dec-23,Multifamily Housing,1957,23404,"20,000 to 49,999",No,67,6037212202,-118.286674,34.055016,38.51259528,73.83024341,No,Eligible,,46,76.9,2097.5,0.574574,4,4,,,500.0559968,248.8855582,251.1699499,37756.29107,2197.827734,1940.666176,257.1615257,144540.4194,570.448607,248.8846745,321.5640316,50368.49731,-7.153591853,-9.294195709,787.7442707,158453.1082
4.74871E+11,2889 LEEWARD AVE,90005,3,1-Dec-23,,,,"50,000 to 99,999",No,,6037212204,-118.28641,34.05873,38.94909263,74.33472065,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.74876E+11,925 W 34TH ST,90089,3,1-Dec-23,Medical Office,1952,180164,"100,000+",No,20,6037222700,-118.2863,34.02374,39.32459371,74.95270526,No,,,127.7,279.1,6290.4,,,,,,,,,,,,,,,,,,,,,
4.74881E+11,10230 SAMOA AVE,91042,5,1-Dec-25,Multifamily Housing,1978,21096,"20,000 to 49,999",No,100,6037101210,-118.28733,34.254684,28.88365729,57.59868836,No,Eligible,Eligible,11.8,33,1009.9,0.171545,4,4,716.0067131,72.190512,241.4293928,136.1538984,105.2755886,23006.74343,1928.463881,1697.43687,231.0269813,88075.50347,268.1991167,136.1546012,132.0444416,30691.97375,-1.835487456,-2.384621606,309.3439002,96553.18101
4.74883E+11,3720 S STEPHEN M WHITE� DR,90731,4,1-Dec-24,,,,"7,500 to 14,999",Yes,,6037297601,-118.28547,33.70994,32.13339354,63.31189305,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.74885E+11,621 W ROSECRANS AVE,90248,2,1-Dec-22,Mixed Use Property,1958,70000,"50,000 to 99,999",No,,6037291130,-118.283676,33.901905,64.3337065,98.03253878,Yes,,,173.5,544.6,2515.5,,,,,,,,,,,,,,,,,,,,,
4.7489E+11,620 W 135TH ST,90248,1,1-Dec-21,,,,"20,000 to 49,999",No,,6037291130,-118.28631,33.909157,64.3337065,98.03253878,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.74892E+11,546 N VIRGIL AVE,90004,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037192700,-118.2868,34.08062,58.5696041,95.74977929,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.74903E+11,18881 S HOOVER ST,90248,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037291300,-118.28572,33.866215,57.0358674,94.63992937,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.74916E+11,4444 LOS FELIZ BLVD,90027,1,1-Dec-21,,,,"20,000 to 49,999",No,,6037189102,-118.28624,34.112103,34.88867927,68.25576996,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.74924E+11,340 S MESA ST,90731,4,1-Dec-24,Multifamily Housing,1976,135389,"100,000+",No,79,6037296220,-118.28568,33.74108,54.39635791,92.72291588,Yes,Eligible,,34,82.9,4856.6,0.618102,23,4,,,1111.592451,688.056526,423.5369811,40889.44335,14376.16274,12886.84628,1489.316274,156534.9012,1219.058748,688.0621532,530.9961684,54548.25563,-5.292963697,-6.87543745,1243.596004,171602.1147
4.74936E+11,314 S VIRGIL AVE,90020,2,1-Dec-22,,,,"50,000 to 99,999",No,,6037211120,-118.28679,34.068558,35.18998682,68.81069492,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.74941E+11,350 W 5TH ST,90731,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037296220,-118.28425,33.73966,54.39635791,92.72291588,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.74957E+11,3160 GENEVA ST,90020,4,1-Dec-24,,,,"100,000+",No,,6037211120,-118.28578,34.06772,35.18998682,68.81069492,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.74982E+11,600 W 135TH ST,90248,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037291130,-118.28627,33.909157,64.3337065,98.03253878,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.74988E+11,4434 LOS FELIZ BLVD,90027,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037189102,-118.28606,34.11214,34.88867927,68.25576996,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.7499E+11,970 MAGNOLIA AVE,90006,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037213401,-118.28656,34.053246,47.86688013,86.6061294,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75002E+11,13432 ESTRELLA AVE,90248,2,1-Dec-22,Manufacturing/Industrial Plant,1980,25000,"20,000 to 49,999",No,,6037291120,-118.286064,33.909943,56.19574162,94.12284021,Yes,,,114.5,320.5,134.6,,,,,,,,,,,,,,,,,,,,,
4.75009E+11,2865 W 7TH ST,90005,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037212204,-118.28677,34.0598,38.94909263,74.33472065,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75024E+11,700 W 58TH ST,90037,1,1-Dec-21,,,,"20,000 to 49,999",No,,6037232700,-118.28554,33.9897,56.20242701,94.13545214,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75031E+11,3062 W 4TH ST,90020,1,1-Dec-21,,,,"20,000 to 49,999",No,,6037211120,-118.2861,34.06667,35.18998682,68.81069492,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75033E+11,13416 ESTRELLA AVE,90248,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037291120,-118.28607,33.91006,56.19574162,94.12284021,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75034E+11,13324 ESTRELLA AVE,90248,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037291120,-118.28609,33.91075,56.19574162,94.12284021,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75035E+11,240 N VIRGIL AVE,90004,4,1-Dec-24,Wholesale Club/Supercenter,1989,21060,"20,000 to 49,999",No,71,6037211121,-118.2868,34.075912,29.49992885,58.50674738,No,,,49.2,108.5,555.8,,,,,,,,,,,,,,,,,,,,,
4.75042E+11,149 N COMMONWEALTH AVE,90004,1,1-Dec-21,Multifamily Housing,1991,31000,"20,000 to 49,999",No,100,6037211121,-118.28559,34.07423,29.49992885,58.50674738,No,Eligible,Eligible,3.4,9.4,3642.3,0.108155,6,4,-29.00142922,30.566,253.3682875,157.3232766,96.04539431,23367.9743,2856.942832,2517.177924,339.7648649,89458.38456,275.1979332,157.3249928,117.8727609,31173.87108,-0.529785194,-0.68805807,262.4868088,98069.17085
4.75048E+11,1375 W WASHINGTON BLVD,90006,3,1-Dec-23,Distribution Center,2001,17000,"20,000 to 49,999",No,,6037221120,-118.28585,34.04004,42.27881697,79.2155379,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75053E+11,3055 W 5TH ST,90020,2,1-Dec-22,Multifamily Housing,1968,27894,"20,000 to 49,999",No,92,6037211120,-118.28588,34.0652,35.18998682,68.81069492,No,Eligible,,32.9,51.6,1360.7,0.242578,5,4,,,439.7956518,230.8125582,208.9829032,25876.45601,2604.085864,2297.832493,306.2533323,99061.47291,496.4491389,230.8126029,265.6365363,34520.29232,-5.116796181,-6.647815348,640.8475857,108596.6012
4.75053E+11,5333 ZOO DR,90027,4,1-Dec-24,,,,"20,000 to 49,999",Yes,,6037980009,-118.284801,34.149455,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75054E+11,639 S COMMONWEALTH AVE,90005,2,1-Dec-22,,,,"100,000+",No,,6037211120,-118.28565,34.062756,35.18998682,68.81069492,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75063E+11,13300 ESTRELLA AVE,90248,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037291120,-118.28609,33.910934,56.19574162,94.12284021,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75069E+11,952 MAGNOLIA AVE,90006,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037213401,-118.28656,34.053646,47.86688013,86.6061294,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75076E+11,13222 ESTRELLA AVE,90248,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037291120,-118.2861,33.91152,56.19574162,94.12284021,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75078E+11,2748 W 8TH ST,90005,1,1-Dec-21,,,,"20,000 to 49,999",No,,6037212202,-118.28554,34.05773,38.51259528,73.83024341,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75091E+11,2832 SUNSET PL,90005,5,1-Dec-25,Multifamily Housing,2001,63253,"50,000 to 99,999",No,62,6037212204,-118.28499,34.060795,38.94909263,74.33472065,No,Eligible,,39.9,85.1,4327.5,0.255365,11,4,,,731.2463693,411.1181048,320.1284141,27981.46104,6154.946475,5459.5706,695.3757859,107119.9527,814.921244,411.1198137,403.8012809,37328.45851,-6.20695903,-8.063804311,958.1202522,117430.7472
4.75098E+11,1352 W WASHINGTON BLVD,90007,1,1-Dec-21,,,,"20,000 to 49,999",No,,6037221602,-118.28495,34.040035,43.94496598,81.51090932,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75102E+11,136 S VIRGIL AVE,90004,2,1-Dec-22,,,,"100,000+",No,,6037211121,-118.286766,34.07229,29.49992885,58.50674738,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75112E+11,2535 W OLYMPIC BLVD,90006,2,1-Dec-22,,,,"50,000 to 99,999",No,,6037213401,-118.28563,34.05242,47.86688013,86.6061294,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75121E+11,160 S VIRGIL AVE,90004,4,1-Dec-24,,,,"100,000+",No,,6037211121,-118.28676,34.071644,29.49992885,58.50674738,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75133E+11,4341 WILLOW BROOK AVE,90029,4,1-Dec-24,Multifamily Housing,1977,61525,"50,000 to 99,999",No,94,6037191410,-118.28553,34.089725,48.0380443,86.74486064,Yes,Eligible,,28,52.5,4349.2,0.3273,11,4,,,635.8091768,368.1012014,267.7083175,28482.08641,5956.193161,5280.09215,676.1009247,109036.4704,703.9034746,368.1034157,335.7998526,37996.31404,-4.356463438,-5.659549417,786.9315243,119531.7387
4.75134E+11,13204 ESTRELLA AVE,90248,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037291120,-118.2861,33.911655,56.19574162,94.12284021,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75148E+11,1237 ARAPAHOE ST,90006,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037213402,-118.28535,34.048405,40.60188577,76.88233068,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75156E+11,331 W 7TH ST,90731,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037297110,-118.28426,33.73783,59.80930437,96.34254004,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75156E+11,4420 LOS FELIZ BLVD,90027,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037189102,-118.28579,34.112186,34.88867927,68.25576996,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75165E+11,2850 LEEWARD AVE,90005,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037212204,-118.28545,34.058727,38.94909263,74.33472065,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75191E+11,2845 W 7TH ST,90005,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037212204,-118.28663,34.059803,38.94909263,74.33472065,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75193E+11,250 SILVER LAKE BLVD,90004,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037211121,-118.285225,34.076218,29.49992885,58.50674738,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75198E+11,10051 PINEWOOD AVE,91042,1,1-Dec-21,Multifamily Housing,1988,24769,"20,000 to 49,999",No,81,6037101210,-118.285934,34.25119,28.88365729,57.59868836,No,Eligible,,51.7,88,1859.7,0.309552,5,4,,,550.2441956,272.2565294,277.9870941,22210.6199,2335.580649,2063.281935,272.2986794,85027.7457,628.4495686,272.2554397,356.1942508,29629.91111,-8.039989287,-10.44584053,874.1150086,93212.06236
4.75201E+11,2041 N COMMONWEALTH AVE,90027,1,1-Dec-21,,,,"20,000 to 49,999",No,,6037189102,-118.28525,34.108707,34.88867927,68.25576996,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75206E+11,4402 LOS FELIZ BLVD,90027,2,1-Dec-22,Multifamily Housing,1959,24938,"20,000 to 49,999",No,,6037189102,-118.28545,34.11225,34.88867927,68.25576996,No,Eligible,Eligible,19.8,25.5,1183.7,0.394914,5,4,845.8306118,143.193996,325.8889521,178.0025612,147.8863951,37609.17514,2302.826353,2029.371112,273.4552059,143977.2233,364.6984687,178.0030907,186.6953243,50172.2384,-3.079645793,-4.001061765,443.7332904,157835.7018
4.75224E+11,10059 PINEWOOD AVE,91042,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037101210,-118.285934,34.251343,28.88365729,57.59868836,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75241E+11,4400 W SUNSET BLVD,90027,5,1-Dec-25,Office,1967,39787,"20,000 to 49,999",No,11,6037191302,-118.284294,34.095955,40.29296113,76.46613697,Yes,Ineligible,,150.8,303.5,1796.1,77.134579,,,,,,,,51939.64811,3938.771339,3499.11283,439.6584543,198837.8178,,,,69289.69853,,,,217976.8841
4.75247E+11,122 N COMMONWEALTH AVE,90004,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037211121,-118.285576,34.073914,29.49992885,58.50674738,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75261E+11,15001 S FIGUEROA ST,90248,4,1-Dec-24,,,,"50,000 to 99,999",No,,6037291210,-118.2832,33.896805,69.62133789,99.20544835,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75271E+11,1177 W ADAMS BLVD,90007,1,1-Dec-21,,,,"50,000 to 99,999",No,,6037221710,-118.28599,34.032578,44.67382907,82.36852062,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75308E+11,1836 ARAPAHOE ST,90006,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037221120,-118.28522,34.041134,42.27881697,79.2155379,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75313E+11,600 S COMMONWEALTH AVE,90005,3,1-Dec-23,Office,1970,360995,"100,000+",No,,6037211120,-118.285645,34.06364,35.18998682,68.81069492,No,,,,,5762.5,,,,,,,,,,,,,,,,,,,,,
4.75316E+11,150 S COMMONWEALTH AVE,90004,1,1-Dec-21,Residential Care Facility,1968,24012,"20,000 to 49,999",No,,6037211121,-118.28555,34.071922,29.49992885,58.50674738,No,,,64.6,78.4,2239.1,,,,,,,,,,,,,,,,,,,,,
4.75318E+11,543 W 135TH ST,90248,5,1-Dec-25,Manufacturing/Industrial Plant,1970,30000,"20,000 to 49,999",No,,6037291120,-118.283745,33.90917,56.19574162,94.12284021,Yes,,,75.3,198.6,183.3,,,,,,,,,,,,,,,,,,,,,
4.7533E+11,3800 S STEPHEN M WHITE� DR,90731,5,1-Dec-25,Other - Recreation,1965,19882,"7,500 to 14,999",Yes,,6037297601,-118.28545,33.70982,32.13339354,63.31189305,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75346E+11,302 W 5TH ST,90731,3,1-Dec-23,Office,1978,33200,"20,000 to 49,999",No,,6037296220,-118.28363,33.739655,54.39635791,92.72291588,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75363E+11,611 HOOVER ST,90026,1,1-Dec-21,Non-Refrigerated Warehouse,1925,19891,"20,000 to 49,999",Yes,23,6037192700,-118.28457,34.08192,58.5696041,95.74977929,Yes,,,18.6,52.2,27.7,,,,,,,,,,,,,,,,,,,,,
4.75371E+11,550 W 135TH ST,90248,5,1-Dec-25,Distribution Center,1978,60650,"50,000 to 99,999",No,,6037291130,-118.28618,33.909157,64.3337065,98.03253878,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.7538E+11,615 S CENTRE ST,90731,1,1-Dec-21,,,,"20,000 to 49,999",No,,6037296220,-118.28351,33.73856,54.39635791,92.72291588,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75386E+11,547 W 132ND ST,90248,2,1-Dec-22,Manufacturing/Industrial Plant,1974,58035,"50,000 to 99,999",No,,6037291120,-118.28359,33.912308,56.19574162,94.12284021,Yes,,,31.9,100.1,770.5,,,,,,,,,,,,,,,,,,,,,
4.75393E+11,2819 LEEWARD AVE,90005,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037212204,-118.28471,34.058743,38.94909263,74.33472065,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75401E+11,2723 W 8TH ST,90005,1,1-Dec-21,,,,"20,000 to 49,999",No,,6037212204,-118.284935,34.057743,38.94909263,74.33472065,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75404E+11,555 W REDONDO BEACH BLVD,90248,5,1-Dec-25,Office,1984,48573,"100,000+",No,96,6037291210,-118.28458,33.89286,69.62133789,99.20544835,Yes,Ineligible,,25.5,76.4,668.6,12.886638,,,,,,,,44391.34459,4623.705596,4090.155655,533.5498715,169941.0452,,,,59219.94076,,,,186298.6625
4.75415E+11,540 S COMMONWEALTH AVE,90020,5,1-Dec-25,,,,"50,000 to 99,999",No,,6037211120,-118.28566,34.064556,35.18998682,68.81069492,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75423E+11,1085 S HOOVER ST,90006,3,1-Dec-23,Supermarket/Grocery Store,1964,31200,"20,000 to 49,999",No,69,6037213402,-118.28419,34.050915,40.60188577,76.88233068,Yes,,,148.5,401.8,2043.4,,,,,,,,,,,,,,,,,,,,,
4.75429E+11,1321 S HOOVER ST,90006,3,1-Dec-23,Multifamily Housing,1988,25740,"20,000 to 49,999",No,100,6037221110,-118.28424,34.046925,46.21627662,84.5251608,Yes,Eligible,Eligible,16.1,45.1,1333,0.183754,5,4,-208.1708757,120.18006,305.5122128,170.7240587,134.7882362,21966.16476,2373.248086,2091.054075,282.1939745,84091.91099,340.1843985,170.7248227,169.4594971,29303.79757,-2.504345418,-3.253587457,399.1018818,92186.1492
4.75442E+11,13217 S FIGUEROA ST,90061,5,1-Dec-25,Distribution Center,1974,125785,"100,000+",No,97,6037291120,-118.28273,33.912098,56.19574162,94.12284021,Yes,,,2.7,8.6,92,,,,,,,,,,,,,,,,,,,,,
4.75451E+11,3100 W 3RD ST,90020,2,1-Dec-22,,,,"20,000 to 49,999",No,,6037211120,-118.28445,34.068558,35.18998682,68.81069492,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75453E+11,943 S HOOVER ST,90006,1,1-Dec-21,Multifamily Housing,1972,75375,"100,000+",No,43,6037213401,-118.28424,34.054752,47.86688013,86.6061294,Yes,Eligible,,38,93.5,3686.2,0.429061,13,4,,,795.4480919,457.8363024,337.6121218,30656.29704,7440.517758,6611.79534,828.7223113,117359.8864,882.592305,457.8387621,424.753329,40896.80344,-5.912092369,-7.680553111,1002.133379,128656.3223
4.7546E+11,15191 S FIGUEROA ST,90248,1,1-Dec-21,,,,"50,000 to 99,999",No,,6037291210,-118.2831,33.894104,69.62133789,99.20544835,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75466E+11,2200 W PICO BLVD,90006,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037221110,-118.284225,34.04728,46.21627662,84.5251608,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75472E+11,1929 S HOOVER ST,90007,1,1-Dec-21,,,,"20,000 to 49,999",No,,6037221602,-118.28409,34.03931,43.94496598,81.51090932,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75473E+11,401 S HOOVER ST,90020,1,1-Dec-21,,,,"20,000 to 49,999",No,,6037211120,-118.28434,34.066566,35.18998682,68.81069492,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75486E+11,539 W ROSECRANS AVE,90248,2,1-Dec-22,Manufacturing/Industrial Plant,1971,99536,"50,000 to 99,999",No,,6037291130,-118.28313,33.9019,64.3337065,98.03253878,Yes,,,72.4,157.4,1787,,,,,,,,,,,,,,,,,,,,,
4.75487E+11,373 S HOOVER ST,90020,1,1-Dec-21,Multifamily Housing,1964,31980,"20,000 to 49,999",No,66,6037211120,-118.28435,34.067318,35.18998682,68.81069492,No,Eligible,,35.9,68.8,1926.2,0.264831,6,4,,,490.1478867,258.6836119,231.4640868,26462.30906,3001.154329,2649.895497,351.2587872,101304.2633,552.740972,258.6837465,294.0572182,35301.84519,-5.583481574,-7.254112997,708.6141196,111055.2706
4.75489E+11,611 N HOOVER ST,90026,2,1-Dec-22,Office,1957,10280,"7,500 to 14,999",Yes,98,6037192700,-118.284454,34.081886,58.5696041,95.74977929,Yes,Ineligible,Eligible,16.1,50.5,21.8,15.345102,,,325.6350119,47.99732,7885.258489,7794.255699,91.00770618,62291.24021,936.1677483,823.983461,112.184273,238466.2723,,,,83099.16243,,,,261419.762
4.75491E+11,535 W 135TH ST,90248,3,1-Dec-23,Manufacturing/Industrial Plant,1971,25850,"20,000 to 49,999",No,,6037291120,-118.28361,33.90917,56.19574162,94.12284021,Yes,,,69.1,189.3,161.6,,,,,,,,,,,,,,,,,,,,,
4.75494E+11,13889 S FIGUEROA ST,90061,3,1-Dec-23,Manufacturing/Industrial Plant,1979,82500,"50,000 to 99,999",No,,6037291130,-118.282745,33.905815,64.3337065,98.03253878,Yes,,,17.5,43.3,690.1,,,,,,,,,,,,,,,,,,,,,
4.755E+11,327 S HOOVER ST,90020,3,1-Dec-23,,,,"20,000 to 49,999",No,,6037211120,-118.284355,34.068085,35.18998682,68.81069492,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75515E+11,601 W 40TH PL,90037,3,1-Dec-23,,,,"50,000 to 99,999",No,,6037231720,-118.28558,34.010548,59.27689936,96.12813722,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75517E+11,751 S HOOVER ST,90005,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037212204,-118.2842,34.058315,38.94909263,74.33472065,No,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75523E+11,555 W 92ND ST,90044,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037240300,-118.28401,33.952827,51.18292749,89.99873881,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75533E+11,13315 S FIGUEROA ST,90248,1,1-Dec-21,,,,"20,000 to 49,999",No,,6037291120,-118.28273,33.911278,56.19574162,94.12284021,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75535E+11,817 W 34TH ST,90089,2,1-Dec-22,Worship Facility,1931,32678,"20,000 to 49,999",No,22,6037222700,-118.28424,34.022816,39.32459371,74.95270526,No,,,48.6,70.6,0,,,,,,,,,,,,,,,,,,,,,
4.75547E+11,523 W 127TH ST,90044,4,1-Dec-24,,,,"50,000 to 99,999",No,,6037291110,-118.283356,33.91762,53.93640941,92.39500568,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75551E+11,1402 W PACIFIC COAST HWY,90744,5,1-Dec-25,,,,"20,000 to 49,999",No,,6037294620,-118.24668,33.79099,62.1112712,97.0992559,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75564E+11,522 W 127TH ST,90044,3,1-Dec-23,,,,"50,000 to 99,999",No,,6037291110,-118.283356,33.91761,53.93640941,92.39500568,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75565E+11,13707 S FIGUEROA ST,90061,4,1-Dec-24,Manufacturing/Industrial Plant,1974,45007,"20,000 to 49,999",No,,6037291130,-118.28274,33.907215,64.3337065,98.03253878,Yes,,,89.2,248.6,222.3,,,,,,,,,,,,,,,,,,,,,
4.75572E+11,15401 S FIGUEROA ST,90248,3,1-Dec-23,Distribution Center,1965,38584,"20,000 to 49,999",No,61,6037291210,-118.28299,33.891663,69.62133789,99.20544835,Yes,,,10.4,28.9,518.4,,,,,,,,,,,,,,,,,,,,,
4.75573E+11,560 W 182ND ST,90248,1,1-Dec-21,,,,"20,000 to 49,999",No,,6037291300,-118.28368,33.86969,57.0358674,94.63992937,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75574E+11,15411 S FIGUEROA ST,90248,4,1-Dec-24,,,,"20,000 to 49,999",No,,6037291210,-118.28299,33.891582,69.62133789,99.20544835,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.75576E+11,330 S CENTRE ST,90731,4,1-Dec-24,,,,"50,000 to 99,999",Yes,,6037296220,-118.28351,33.741085,54.39635791,92.72291588,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
4.7559E+11,516 W 140TH ST,90248,4,1-Dec-24,,,,"50,000 to 99,999",No,,6037291130,-118.28312,33.904617,64.3337065,98.03253878,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,
