"LADBS_ID","Address","Postal_Code","EBEWE_Compliance_Wave","EBEWE_Compliance_Date","Property_Type","Year_Built","Building_SQFT","LADBS_Building_Category","City_Owned","Energy_STAR_Score","Census_Tract_GEOID","Longitude","Latitude","CES_Score","CES_Score_Percentile","Disadvantaged_Community","AC_Opt","CDI","Site_EUI","Source_EUI","Total_Water_Use","Predicted_HVAC_Capacity_Tonnage_per_Unit","Predicted_HVAC_Units","Predicted_HVAC_Type","Predicted_Investment_Cost","Predicted_Energy_Cost_Savings","Predicted_Elecricity_Cost_Savings","Predicted_Natural_Gas_Cost_Savings","Predicted_Natural_Gas_Usage","Predicted_kwAmount","MID_pred_elec_savings","MID_pred_gas_savings","MID_pred_energy_savings","Adv1_pred_energy_savings","Adv1_pred_elec_savings","Adv1_pred_gas_savings","Adv2_pred_energy_savings","Adv2_pred_elec_savings","Adv2_pred_elec_savings.1","Predicted_Investment_Cost_Mid","Predicted_Investment_Cost_Advanced1","Predicted_Investment_Cost_Advanced2"
472299846360,"3471 W 5TH ST",90020,1,"December 1, 2021","Multifamily Housing",1929,55713,"50,000 to 99,999","No",92,6037211922,-118.29501,34.065414,36.8134601838955,71.4339765418085,"No","Eligible",,59.6,85.7,2256.9,0.974816,10,4,44803.925467,820.893227569567,436.64418570621,384.248741666133,,,4790.03664367923,612.850759806775,5402.88748177301,925.212519708348,436.644484168139,488.568030327559,-9.26988903386775,-12.0434360497526,1179.54977064073,171520.506796,59770.341182,188030.154667
472315845148,"3325 WILSHIRE BLVD",90010,5,"December 1, 2025",,,,"100,000+","No",,6037212101,-118.29498,34.06178,29.6873524306167,58.8220456551898,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
472317844898,"3330 WILSHIRE BLVD",90010,5,"December 1, 2025",,,,"50,000 to 99,999","No",,6037212303,-118.295074,34.061768,37.8118372337006,72.8843485937697,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
472320844406,"690 S CATALINA ST",90005,4,"December 1, 2024",,,,"50,000 to 99,999","No",,6037212303,-118.295395,34.060165,37.8118372337006,72.8843485937697,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
472326847252,"334 S CATALINA ST",90020,2,"December 1, 2022","Multifamily Housing",1972,31713,"20,000 to 49,999","No",3,6037211922,-118.2954,34.068405,36.8134601838955,71.4339765418085,"No","Eligible",,58.7,118.9,2009.3,0.387189,6,4,24823.378133,649.480185686835,325.381531508405,324.098052222521,,,2661.40448748373,348.82394870295,3010.22848039465,740.153003974937,325.380500340702,414.772622639881,-9.12879848531145,-11.8604052251024,1015.27537410464,95030.03037,33115.441668,104177.113525
472333846187,"500 S CATALINA ST",90020,4,"December 1, 2024",,,,"20,000 to 49,999","No",,6037212101,-118.295395,34.06526,29.6873524306167,58.8220456551898,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
472334843608,"3117 W 8TH ST",90005,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037212303,-118.29488,34.057743,37.8118372337006,72.8843485937697,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
472338846612,"440 S CATALINA ST",90020,2,"December 1, 2022","Multifamily Housing",1964,32445,"20,000 to 49,999","No",55,6037211922,-118.2954,34.0665,36.8134601838955,71.4339765418085,"No","Eligible",,40.9,73.3,2563.6,0.286759,6,4,26585.596738,528.801162925137,275.726978770136,253.073912547981,,,2697.25521598934,356.483229625143,3053.73849108831,597.835375213866,275.726888482077,322.108504116265,-6.36098829377707,-8.26429104393025,779.32079748099,101776.238989,35466.316199,111572.676154
472358846155,"514 S CATALINA ST",90020,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037212101,-118.295395,34.06504,29.6873524306167,58.8220456551898,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
472372851139,"4148 ROSEWOOD AVE",90004,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037192620,-118.29494,34.079033,55.6150960009367,93.5931391095977,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472375734648,"727 W CAPITOL DR",90731,5,"December 1, 2025","Non-Refrigerated Warehouse",1993,22120,"20,000 to 49,999","No",57,6037295103,-118.29548,33.75864,21.2174307756878,41.4428048934292,"No",,,15.1,42.2,176.5,,,,,,,,,,,,,,,,,,,,,
472394725317,"1221 S GAFFEY ST",90731,4,"December 1, 2024",,,,"20,000 to 49,999","No",,6037296902,-118.29236,33.7331,39.8860365383075,75.785092697692,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472407733667,"1305 N GAFFEY ST",90731,4,"December 1, 2024","Self-Storage Facility",2012,54590,"50,000 to 99,999","No",,6037296300,-118.29225,33.755833,26.613724646583,53.1340648253248,"No",,,6.5,20.3,148.3,,,,,,,,,,,,,,,,,,,,,
472412860307,"1809 N BERENDO ST",90027,4,"December 1, 2024","Multifamily Housing",1988,26664,"20,000 to 49,999","No",88,6037189201,-118.294525,34.103745,45.6829327312891,83.8693403960146,"Yes","Eligible",,40.5,75.7,972.5,0.267215,5,4,22315.875708,484.706236412678,247.730996026283,236.974896217236,,,2205.51238908593,292.893028956633,2498.40545530431,550.092433638848,247.730584253367,302.361898605507,-6.29851412959978,-8.18318889900714,735.398154940805,85430.690977,29770.32684,93653.792994
472414721599,"740 W 24TH ST",90731,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037297201,-118.29335,33.722454,42.6487042837272,79.7200151343171,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472427850630,"333 N BERENDO ST",90004,1,"December 1, 2021","Multifamily Housing",1973,72401,"50,000 to 99,999","No",22,6037192620,-118.29443,34.076805,55.6150960009367,93.5931391095977,"Yes","Eligible",,56.6,129.6,2536.6,0.552366,13,4,30462.123928,908.178855891502,500.511063159264,407.667754445052,,,6352.89650414049,796.404430609353,7149.30103675581,1016.94227556252,500.512425694637,516.429750544628,-8.80419328577553,-11.4381796724223,1236.9516800152,116616.543746,40637.768261,127841.429383
472456843213,"827 S BERENDO ST",90005,2,"December 1, 2022","Multifamily Housing",1990,39144,"20,000 to 49,999","No",77,6037212306,-118.29414,34.057182,33.7863395796502,66.3765922562744,"No","Eligible",,46.8,77.1,1861.2,0.224918,7,4,24846.571269,617.570189722181,324.034417484279,293.535485262523,,,3286.13727170702,430.296720016342,3716.43404664157,697.493085703573,324.034420170963,373.458677257284,-7.27873921526355,-9.45660941571407,902.802529894689,95118.81943,33146.382298,104274.448947
472459844353,"3191 W 7TH ST",90005,2,"December 1, 2022","Multifamily Housing",1925,80800,"50,000 to 99,999","No",1,6037212303,-118.29523,34.05976,37.8118372337006,72.8843485937697,"No","Eligible",,58,142.3,2192.5,1.18592,14,4,50737.043283,970.742291610664,540.488519214131,430.25380947835,,,7171.23571557837,888.864793650388,8060.10062312829,1085.17196898575,540.490257061968,544.681584908548,-9.02228908143771,-11.721443989342,1302.79224611557,194233.949072,67685.372566,212929.871581
472462856463,"4848 LEXINGTON AVE",90029,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037191203,-118.29468,34.093422,43.2141030180644,80.4388951948543,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472467730728,"555 N GAFFEY ST",90731,5,"December 1, 2025","Multifamily Housing",1981,31254,"20,000 to 49,999","No",,6037296500,-118.2931,33.74804,52.5425455368516,91.1716483793669,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472470767648,"990 FRANCISCO ST",90502,5,"December 1, 2025","Non-Refrigerated Warehouse",1981,60420,"50,000 to 99,999","No",78,6037292000,-118.29397,33.849823,66.6672182371016,98.6883591877916,"Yes",,,7.1,20,587.5,,,,,,,,,,,,,,,,,,,,,
472471770021,"19310 PACIFIC GATEWAY DR",90502,1,"December 1, 2021","Distribution Center",2013,164553,"100,000+","No",57,6037292000,-118.29529,33.855846,66.6672182371016,98.6883591877916,"Yes",,,8.1,22.8,501.9,,,,,,,,,,,,,,,,,,,,,
472474807834,"1100 W MANCHESTER AVE",90044,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037238200,-118.29414,33.96002,46.4680021466672,84.7647874889646,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472486845109,"3303 WILSHIRE BLVD",90010,5,"December 1, 2025",,,,"100,000+","No",,6037212101,-118.2943,34.061783,29.6873524306167,58.8220456551898,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
472486846693,"427 S BERENDO ST",90020,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037211922,-118.29415,34.066765,36.8134601838955,71.4339765418085,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
472494727675,"501 S GAFFEY ST",90731,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037296600,-118.29233,33.739605,53.7036735692069,92.1806028502964,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472499847241,"335 S BERENDO ST",90020,1,"December 1, 2021","Multifamily Housing",1925,24960,"20,000 to 49,999","No",98,6037211922,-118.29416,34.06841,36.8134601838955,71.4339765418085,"No","Eligible",,36.9,43,1171.1,0.510002,5,4,37905.179388,446.968059368789,229.053647220566,217.91410900583,,,2056.97762287538,274.07350714944,2331.05116490967,506.958000745124,229.05331551409,277.904725012536,-5.73864406429082,-7.45579207574894,675.201617080745,145110.400732,50567.120648,159077.952853
472502844075,"717 S BERENDO ST",90005,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037212303,-118.29415,34.05932,37.8118372337006,72.8843485937697,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
472504848542,"143 S BERENDO ST",90004,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037211320,-118.294174,34.071766,52.6870264267454,91.2851557573464,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472507843691,"757 S BERENDO ST",90005,1,"December 1, 2021","Multifamily Housing",1928,41484,"20,000 to 49,999","No",40,6037212303,-118.29414,34.05861,37.8118372337006,72.8843485937697,"No","Eligible",,53.4,80.7,4479.8,0.774444,7,4,41569.650675,680.480158338997,354.348463810899,326.131320090879,,,3501.4239782544,456.1815643539,3957.60560076725,769.808197552796,354.348268666212,415.459963843257,-8.30513031967092,-10.7901309612814,1007.09560546473,159138.90305,55455.681121,174456.763876
472507846185,"501 S BERENDO ST",90020,3,"December 1, 2023","Multifamily Housing",1991,32492,"20,000 to 49,999","No",,6037212101,-118.29415,34.06527,29.6873524306167,58.8220456551898,"No","Eligible",,32.8,48.6,3028.5,0.170446,6,4,23862.743782,471.85614749271,251.810417907847,220.045604385102,,,2689.07992127564,356.821898529711,3045.90186544859,530.88869761253,251.810738953989,279.077931458426,-5.10146553221884,-6.62784272213023,670.058393868127,91352.484508,31833.914608,100145.586741
472507846404,"455 S BERENDO ST",90020,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037211922,-118.29415,34.066288,36.8134601838955,71.4339765418085,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
472508846540,"447 S BERENDO ST",90020,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037211922,-118.29415,34.06642,36.8134601838955,71.4339765418085,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
472508847333,"333 S BERENDO ST",90020,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037211922,-118.29416,34.06844,36.8134601838955,71.4339765418085,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
472511857433,"4833 FOUNTAIN AVE",90029,2,"December 1, 2022",,,,"100,000+","No",,6037191201,-118.29453,34.09545,51.8992519646787,90.6923950056754,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472512844921,"3300 WILSHIRE BLVD",90010,1,"December 1, 2021",,,,"50,000 to 99,999","No",,6037212303,-118.29423,34.06177,37.8118372337006,72.8843485937697,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
472512847172,"341 S BERENDO ST",90020,2,"December 1, 2022","Multifamily Housing",1987,34305,"20,000 to 49,999","No",61,6037211922,-118.29416,34.06832,36.8134601838955,71.4339765418085,"No","Eligible",,40.6,70.2,1956.2,0.289936,6,4,23211.724536,539.825834915166,283.400825632832,256.424768460898,,,2856.67085976833,376.934517456475,3233.60542534575,609.491439884134,283.400859497099,326.090585436571,-6.31442782746813,-8.20377498987194,787.490689332658,88860.221836,30965.427259,97413.432176
472516844442,"689 S BERENDO ST",90005,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037212303,-118.29414,34.06022,37.8118372337006,72.8843485937697,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
472519841544,"2772 W OLYMPIC BLVD",90006,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037213320,-118.29408,34.05265,47.3267818823401,85.8620254761004,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472519846840,"421 S BERENDO ST",90020,1,"December 1, 2021","Multifamily Housing",1990,47633,"20,000 to 49,999","No",3,6037211922,-118.29415,34.066868,36.8134601838955,71.4339765418085,"No","Eligible",,58.7,118.9,3018,0.292238,8,4,26083.733161,760.149302761917,397.917580507357,362.231333701922,,,4055.78599282042,523.939722769404,4579.72578241553,859.240639466169,397.917469653587,461.323200862111,-9.12955689173875,-11.8612031962527,1117.64124018639,99854.981105,34796.808853,109466.488248
472519851169,"4126 ROSEWOOD AVE",90004,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037192620,-118.29436,34.079037,55.6150960009367,93.5931391095977,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472520732661,"742 W MIRAFLORES AVE",90731,1,"December 1, 2021","Fire Station",2001,7500,"7,500 to 14,999","Yes",,6037296300,-118.29397,33.752857,26.613724646583,53.1340648253248,"No",,,61.7,159.9,453.1,,,,,,,,,,,,,,,,,,,,,
472522848030,"223 S BERENDO ST",90004,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037211320,-118.29417,34.070503,52.6870264267454,91.2851557573464,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472523876078,"5333 ZOO DR",90027,5,"December 1, 2025",,,,"20,000 to 49,999","Yes",,6037980009,-118.284801,34.149455,,,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472526727194,"732 W 7TH ST",90731,3,"December 1, 2023","Multifamily Housing",1978,26177,"20,000 to 49,999","No",97,6037296600,-118.29312,33.737873,53.7036735692069,92.1806028502964,"Yes","Eligible","Eligible",26.4,51.1,950.8,0.225395,5,4,23775.910361,381.49560732888,203.450872006151,178.044638112798,887.281465525104,200.411112,2143.29077846378,287.22672325345,2430.51753846528,429.159172330178,203.451142477612,225.708004856009,-4.10598444712655,-5.33452812396378,541.38183100942,91020.064697,31718.075133,99781.169975
472529771103,"1025 W 190TH ST",90248,2,"December 1, 2022","Office",1926,68392,"50,000 to 99,999","No",57,6037292000,-118.292534,33.858337,66.6672182371016,98.6883591877916,"Yes","Ineligible",,43.9,122.8,1195.4,41.765195,,,84877.42413,,,,,,5950.62273924821,752.009992906035,6702.63282863391,,,,,,,324931.769944,113230.091919,356207.966616
472530768299,"19831 MAGELLAN DR",90502,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037292000,-118.29293,33.851425,66.6672182371016,98.6883591877916,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472536856854,"1230 N BERENDO ST",90029,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037191203,-118.29465,34.094116,43.2141030180644,80.4388951948543,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472538856602,"4829 LEXINGTON AVE",90029,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037191203,-118.29419,34.093437,43.2141030180644,80.4388951948543,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472546768751,"19771 MAGELLAN DR",90502,1,"December 1, 2021","Manufacturing/Industrial Plant",1979,34958,"20,000 to 49,999","No",,6037292000,-118.29293,33.85187,66.6672182371016,98.6883591877916,"Yes",,,11.8,18.5,252.1,,,,,,,,,,,,,,,,,,,,,
472547850884,"4029 OAKWOOD AVE",90004,3,"December 1, 2023","Multifamily Housing",1930,22500,"20,000 to 49,999","No",45,6037192620,-118.293915,34.077686,55.6150960009367,93.5931391095977,"Yes","Eligible",,62.1,93.8,1190.2,0.723723,4,4,37854.369613,607.341703034311,292.615534083912,314.725377823626,,,1889.67243769602,247.574193539326,2137.24666230329,697.161858332895,292.613784041025,404.548266924411,-9.65704909734952,-12.5468486570878,999.377327185665,144915.888346,50499.338248,158864.717744
472548768553,"19815 MAGELLAN DR",90502,2,"December 1, 2022","Manufacturing/Industrial Plant",1979,33500,"20,000 to 49,999","No",,6037292000,-118.29293,33.851543,66.6672182371016,98.6883591877916,"Yes",,,24,67.1,354.6,,,,,,,,,,,,,,,,,,,,,
472551768950,"19701 MAGELLAN DR",90502,1,"December 1, 2021","Distribution Center",1977,34886,"20,000 to 49,999","No",87,6037292000,-118.29293,33.85239,66.6672182371016,98.6883591877916,"Yes",,,7,19.5,125.7,,,,,,,,,,,,,,,,,,,,,
472553726282,"931 S GAFFEY ST",90731,2,"December 1, 2022",,,,"20,000 to 49,999","Yes",,6037296600,-118.29234,33.73638,53.7036735692069,92.1806028502964,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472555851406,"509 N BERENDO ST",90004,4,"December 1, 2024",,,,"20,000 to 49,999","No",,6037192610,-118.29406,34.079235,50.6178305219113,89.4942615714466,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472570768123,"991 FRANCISCO ST",90502,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037292000,-118.292564,33.849834,66.6672182371016,98.6883591877916,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472586850670,"336 N BERENDO ST",90004,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037192620,-118.29442,34.076855,55.6150960009367,93.5931391095977,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472587769665,"991 KNOX ST",90502,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037292000,-118.29163,33.85423,66.6672182371016,98.6883591877916,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472589860309,"1802 N BERENDO ST",90027,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037189201,-118.29451,34.10365,45.6829327312891,83.8693403960146,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472597746219,"25825 S VERMONT AVE",90710,5,"December 1, 2025","Office",2015,7703,"100,000+","No",100,6037294421,-118.29535,33.78808,47.6028941365143,86.3538907806785,"Yes","Eligible","Eligible",14.1,22.2,724.4,4.744907,3,1,37251.748445,5143.05669256319,5142.45609893069,0.600351987472435,243.144838058057,31.497567,615.803115313874,83.8048450802097,699.607971022951,5151.33056005973,5147.30039524807,4.03003379507923,5125.22876467793,5120.94832534796,4.28042311820902,142608.905488,49695.415993,156335.677038
472617857051,"4820 FOUNTAIN AVE",90029,1,"December 1, 2021","Parking",1965,122011,"50,000 to 99,999","No",,6037191203,-118.29362,34.095474,43.2141030180644,80.4388951948543,"Yes",,,2.9,9.2,125.8,,,,,,,,,,,,,,,,,,,,,
472637842006,"961 S BERENDO ST",90006,4,"December 1, 2024",,,,"50,000 to 99,999","No",,6037213320,-118.29372,34.05381,47.3267818823401,85.8620254761004,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472639728662,"215 S GAFFEY ST",90731,2,"December 1, 2022","Other - Lodging/Residential",1971,2755,"20,000 to 49,999","No",,6037296600,-118.29231,33.742214,53.7036735692069,92.1806028502964,"Yes",,,,,2639.1,,,,,,,,,,,,,,,,,,,,,
472639845097,"3273 WILSHIRE BLVD",90010,4,"December 1, 2024","Office",1929,31376,"20,000 to 49,999","No",25,6037212101,-118.29352,34.061787,29.6873524306167,58.8220456551898,"No","Ineligible",,69.3,191.6,2503,42.783711,,,71183.245303,,,,,,2648.57003093886,345.35071010594,2993.92078463951,,,,,,,272507.066794,94961.475226,298737.141548
472639846368,"464 S BERENDO ST",90020,5,"December 1, 2025","Multifamily Housing",1963,21486,"20,000 to 49,999","No",,6037211921,-118.294136,34.066116,33.5022572201517,65.8847269516963,"No","Eligible","Eligible",13.9,19.5,813.1,0.170469,4,4,24819.324539,259.12263413766,144.244562125264,114.878133984685,728.748320836048,86.610066,1732.8969407622,235.36210754566,1968.25907854462,288.709948603524,144.245182442393,144.46470134592,-2.16204955384144,-2.80890614496341,340.423452052492,95014.51221,33110.034002,104160.10167
472640844849,"3278 WILSHIRE BLVD",90010,5,"December 1, 2025","Multifamily Housing",1924,119770,"100,000+","No",94,6037212303,-118.293625,34.061775,37.8118372337006,72.8843485937697,"No","Eligible",,48.3,67.5,2001.1,1.364068,20,4,61027.127735,1129.47008842694,670.396657072098,459.074073808112,,,11183.618537618,1317.63676478089,12501.2554716245,1248.62896938461,670.400835384146,578.227822787322,-7.51582549501478,-9.76369712021428,1368.0547672911,233626.937114,81412.782655,256114.618249
472641843311,"818 S BERENDO ST",90005,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037212306,-118.29413,34.05731,33.7863395796502,66.3765922562744,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
472648918081,"10655 TUJUNGA CANYON BLVD",91042,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037101110,-118.29406,34.262585,22.6706065725863,44.4570563753311,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
472649847317,"330 S BERENDO ST",90020,4,"December 1, 2024","Multifamily Housing",1972,88101,"50,000 to 99,999","No",98,6037211921,-118.29414,34.06847,33.5022572201517,65.8847269516963,"No","Eligible",,22.1,43.4,4425.5,0.375322,15,4,32407.277677,761.601934684725,464.197293813064,297.405409188851,,,7841.56297600895,968.428829620874,8809.99193033438,834.915730712813,464.201222816317,370.714155795115,-3.44029769074453,-4.46889891534814,856.614646302539,124063.073337,43232.68605,136004.72214
472652843934,"728 S BERENDO ST",90005,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037212303,-118.294136,34.059105,37.8118372337006,72.8843485937697,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
472659845384,"624 S BERENDO ST",90005,3,"December 1, 2023","Multifamily Housing",1927,32400,"20,000 to 49,999","No",100,6037212101,-118.29413,34.062656,29.6873524306167,58.8220456551898,"No","Eligible","Eligible",11.8,33.1,2742.4,0.379168,6,4,38942.399911,322.70584840693,188.817903135785,133.888196719329,1097.5829481961,110.8728,2649.55498094392,355.347828215678,3004.90285493814,355.692550133826,188.819278044436,166.873130536079,-1.83602596279949,-2.38518820580002,385.375090072762,149081.137402,51950.816919,163430.891427
472666846926,"400 S BERENDO ST",90020,4,"December 1, 2024",,,,"50,000 to 99,999","No",,6037211921,-118.29414,34.067207,33.5022572201517,65.8847269516963,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
472667846682,"430 S BERENDO ST",90020,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037211921,-118.29414,34.066696,33.5022572201517,65.8847269516963,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
472669842985,"854 S BERENDO ST",90005,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037212306,-118.29413,34.05674,33.7863395796502,66.3765922562744,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
472672844042,"716 S BERENDO ST",90005,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037212303,-118.294136,34.05932,37.8118372337006,72.8843485937697,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
472677848011,"226 S BERENDO ST",90004,1,"December 1, 2021","Multifamily Housing",1994,24000,"20,000 to 49,999","No",89,6037211320,-118.29415,34.070442,52.6870264267454,91.2851557573464,"Yes","Eligible",,49.2,78.6,2016.9,0.199053,5,4,23010.613037,527.003111129049,261.210843053195,265.791730154004,,,1995.21590027446,263.786482956407,2259.002416595,601.687796197336,261.209833560834,340.478075531534,-7.65121036914556,-9.94072461549249,835.082421313456,88090.317282,30697.13597,96569.420721
472680770322,"970 W 190TH ST",90502,2,"December 1, 2022",,,,"100,000+","No",,6037292000,-118.292305,33.85834,66.6672182371016,98.6883591877916,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472683850197,"3918 BEVERLY BLVD",90004,4,"December 1, 2024","Multifamily Housing",1930,15000,"20,000 to 49,999","No",83,6037211202,-118.29363,34.076313,45.8160304982964,84.0585193593139,"Yes","Eligible",,125.6,192.7,4183.4,1.720896,3,4,37467.625365,1001.34057268316,446.391652735619,554.946879483356,,,1369.2178664924,166.495392773937,1535.71327886371,1165.54486633461,446.386246071665,719.159207314999,-19.5307458247178,-25.3754379172091,1806.55141420151,143435.335725,49983.404982,157241.655035
472696857209,"4816 FOUNTAIN AVE",90029,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037191203,-118.29355,34.095474,43.2141030180644,80.4388951948543,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472705849068,"3715 W 1ST ST",90004,5,"December 1, 2025","Multifamily Housing",1926,40183,"20,000 to 49,999","No",65,6037211202,-118.29336,34.07273,45.8160304982964,84.0585193593139,"Yes","Eligible",,40.6,68.4,,0.631349,,,41056.535853,580.950650953012,310.29600091343,270.654488564629,,,3367.79611979329,441.58898780898,3809.38516407515,653.747946012482,310.296376400195,343.451541677776,-6.31470784712792,-8.20406961766256,825.613334384842,157174.572618,54771.164137,172303.357489
472707843165,"836 S BERENDO ST",90005,3,"December 1, 2023","Multifamily Housing",1990,28850,"20,000 to 49,999","No",,6037212306,-118.29413,34.057022,33.7863395796502,66.3765922562744,"No",,,,,1075,,,,,,,,,,,,,,,,,,,,,
472708808205,"1030 W 85TH ST",90044,3,"December 1, 2023",,,,"50,000 to 99,999","No",,6037238200,-118.2926,33.96094,46.4680021466672,84.7647874889646,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472712728970,"111 S GAFFEY ST",90731,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037296600,-118.292499,33.743535,53.7036735692069,92.1806028502964,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472719767165,"970 FRANCISCO ST",90502,3,"December 1, 2023",,,,"100,000+","No",,6037292000,-118.29378,33.849823,66.6672182371016,98.6883591877916,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472719846479,"444 S BERENDO ST",90020,5,"December 1, 2025","Multifamily Housing",1969,38916,"20,000 to 49,999","No",61,6037211921,-118.29414,34.066456,33.5022572201517,65.8847269516963,"No","Eligible",,41.4,70.5,2257.6,0.308718,7,4,27487.957911,577.797200010518,306.905491484544,270.891515664708,,,3258.06965200484,427.669952817141,3685.73965948466,650.914575255334,306.905753354768,344.008805348234,-6.43904501994917,-8.36563086907111,828.28488185697,105230.700715,36670.104363,115359.645915
472724859668,"4759 HOLLYWOOD BLVD",90027,5,"December 1, 2025",,,,"20,000 to 49,999","No",,6037189201,-118.294,34.10178,45.6829327312891,83.8693403960146,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472769851500,"516 N BERENDO ST",90004,1,"December 1, 2021",,,,"20,000 to 49,999","No",,6037192610,-118.294044,34.079327,50.6178305219113,89.4942615714466,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472782851364,"504 N BERENDO ST",90004,3,"December 1, 2023",,,,"20,000 to 49,999","No",,6037192610,-118.294044,34.079193,50.6178305219113,89.4942615714466,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472788839903,"1242 S BERENDO ST",90006,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037213320,-118.293686,34.04827,47.3267818823401,85.8620254761004,"Yes",,,,,,,,,,,,,,,,,,,,,,,,,,
472794716772,"727 W 38TH ST",90731,2,"December 1, 2022",,,,"20,000 to 49,999","No",,6037297601,-118.29198,33.70962,32.1333935387978,63.3118930508261,"No",,,,,,,,,,,,,,,,,,,,,,,,,,
